dataset,table,target,feature,current_group,semantic_domain,causal_role,statistical_family,method,score,n,levels
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Mor09s,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.1382999421261494,60,60
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,Efficiency,nM,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13824656371799188,2011,2
mg_az91_inhibitors,Features,IE,F04[N-O],intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13822731075094458,68,5
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,RDF060u,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13811986564672538,60,47
mg_az91_inhibitors,Features,IE,Se,intervention,molecular_descriptor,intervention_agent_descriptor,composition_component,abs_spearman,0.1379392666058136,68,57
mg_az91_inhibitors,Features,IE,Mor17p,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13743343130793823,68,68
steel_mortar_corrosion,01_Carbonation,Electrical Resistivity of mortar,Silic Fume Proportion,material,material,base_material_condition,composition_component,abs_spearman,0.1373598684057396,180,7
mpea_corrosion,Sheet1,Corrosion potential (mV vs SCE),Nb,material,material,base_material_condition,composition_component,abs_spearman,0.13731628262433682,616,28
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,RDF080p,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13715819534301557,60,18
mg_az91_inhibitors,Features,IE,Mor22u,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13714711165938,68,68
am_mpea_corrosion,AM_MPEA_corrosion_database_V3,Corrosion potential (mV vs. SCE),Electrolyte concentration (M),environment,environment,exposure_context,concentration_like,abs_spearman,0.13713845431915622,77,3
mpea_corrosion,Sheet1,Corrosion potential (mV vs SCE),Zr,material,material,base_material_condition,composition_component,abs_spearman,0.13701364036257666,616,18
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,HATS2e,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13695603867091727,60,58
mpea_corrosion,Sheet1,Corrosion current density (microA/cm2),FCC,material,material,base_material_condition,bounded_0_1,abs_spearman,0.13691104043740004,570,2
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,CATS3D_06_AN,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13677185543372566,60,4
mg_az91_inhibitors,Features,IE,C%,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13673228258417078,68,31
mg_az91_inhibitors,Features,IE,GGI2,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13671893153342277,68,13
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,ATSC7m,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13645305944477354,60,40
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Vs,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13643815869788903,60,60
mg_az91_inhibitors,Features,IE,Mor27u,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13609727294799992,68,68
mg_az91_inhibitors,Features,IE,ATS4m,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.1360248153835102,68,65
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,HATS1s,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13580281241448167,60,58
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,RDF060p,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.135716772558938,60,46
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Kv,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13568321703248173,60,51
electrochemical_metrics_alloys,Pitting Potential,"Epit, mV (SCE) Max","Composition, wt.% Co",material,material,base_material_condition,composition_component,abs_spearman,0.1356683693400995,73,18
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,MATS6m,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13550055917763115,60,50
mg_az91_inhibitors,Features,IE,F04[O-O],intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.1353843227083722,68,6
mg_az91_inhibitors,Features,IE,CATS3D_02_DP,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.1353440202872095,68,2
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,HATS3m,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13521475121846713,60,53
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Mor16s,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.1351877071415947,60,60
electrochemical_metrics_alloys,"HEAs_Ecorr, icorr, ipass, Rate","ECORR, mV (SCE) Avg.","Composition, wt.% B",material,material,base_material_condition,composition_component,abs_spearman,0.13514183825178472,51,5
electrochemical_metrics_alloys,Pitting Temp,"Tpit, oC Min","Composition, wt.% N",material,material,base_material_condition,composition_component,abs_spearman,0.13483287636073304,64,36
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,CATS3D_04_PL,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13472808218675392,60,3
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,H4i,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13469183465479256,60,51
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,nArNH2,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13469072423343414,60,2
mg_az91_inhibitors,Features,IE,GGI4,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13465186651428865,68,35
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,RTv,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.1346319508943528,60,60
mg_az91_inhibitors,Features,IE,MATS3p,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13462180893800246,68,65
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Eig14_AEA(ed),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13456070107450652,60,3
mg_az91_inhibitors,Features,IE,ATS5e,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.1343256561813425,68,60
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,TIC5,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13424040984931346,60,50
mg_az91_inhibitors,Features,IE,MATS2p,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13421652943815282,68,63
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Eig14_EA(dm),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13404385768911586,60,2
mg_az91_inhibitors,Features,IE,Mor11e,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13384489171267538,68,68
mg_az91_inhibitors,Features,IE,Mor13u,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13371127587668155,68,68
mg_az91_inhibitors,Features,IE,MATS5v,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.1336725872884763,68,61
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,GATS3i,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13344449081156506,60,56
electrochemical_metrics_alloys,Pitting Potential,"Epit, mV (SCE) Avg.","Composition, wt.% Fe",material,material,base_material_condition,composition_component,abs_spearman,0.13327752754519764,760,318
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,CATS2D_07_AA,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.1330932148895157,60,4
mpea_corrosion,Sheet1,Calculated passive window,Y,material,material,base_material_condition,composition_component,abs_spearman,0.13305206492572838,352,2
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,CATS3D_04_LL,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13303673339525787,60,5
steel_mortar_corrosion,01_Carbonation,Chloride-to-hydroxide concentration ratio,Water Content of mortar,environment,environment,exposure_context,positive_continuous_numeric,abs_spearman,0.13298953503940034,180,180
mg_az91_inhibitors,Features,IE,GATS4i,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13250654396131012,68,62
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Mor03u,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13241076546755873,60,59
mg_az91_inhibitors,Features,IE,C-041,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.1320604218101634,68,2
mg_az91_inhibitors,Features,IE,nCONN,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.1320604218101634,68,2
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,R7i,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13143209347506052,60,39
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,G3m,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13137989509234682,60,31
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,C-034,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13136298053533355,60,2
mg_az91_inhibitors,Features,IE,C-004,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13135763491534147,68,2
mg_az91_inhibitors,Features,IE,nCq,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13135763491534147,68,2
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,Efficiency,khs.dssC,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.1313062529333641,2011,7
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Mor18p,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13124070755918424,60,55
mg_az91_inhibitors,Features,IE,Mor30i,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.1310962230865166,68,68
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Eig06_EA(dm),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13105760786560414,60,11
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,BIC3,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13092177592358786,60,51
electrochemical_metrics_alloys,Pitting Potential,"Epit, mV (SCE) Avg.","Composition, wt.% Gd",material,material,base_material_condition,composition_component,abs_spearman,0.13087482616060717,748,5
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,ChiA_X,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13069631824518566,60,9
mg_az91_inhibitors,Features,IE,B02[N-O],intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13068690034357103,68,2
mg_az91_inhibitors,Features,IE,Mor07v,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.13061902367225295,68,68
mpea_corrosion,Sheet1,Calculated passive window,Concentration in M,environment,environment,exposure_context,concentration_like,abs_spearman,0.12996771842105478,345,19
